Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,49,9,male,623,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,49,10,female,827,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,1,female,832,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,2,male,695,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,3,male,717,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,4,male,707,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,5,male,586,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,6,female,862,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,7,female,766,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,8,female,851,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,9,male,606,Mid-eye to fork of tail,2,2,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,50,10,female,717,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,1,female,866,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,2,male,673,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,3,male,663,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,4,female,743,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,5,male,716,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,6,male,771,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,7,female,798,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,8,female,777,Mid-eye to fork of tail,1,3,5,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,9,male,636,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,51,10,female,785,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,1,male,583,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,2,male,612,Mid-eye to fork of tail,1,2,4,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,3,female,810,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,4,female,825,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,5,female,865,Mid-eye to fork of tail,1,4,6,,scale
Salcha River Ancillary ASL,2018,8/1/2018,Yukon,Y6 (Subdistrict 6),Salcha River,General Escapement,Handpicked or carcass,,,Single Run,Internal,52,6,male,575,Mid-eye to fork of tail,1,2,4,,scale
